exercise_id;language_code;name;description;instructions
ex-barbell-row;en-GB;Barbell Row;A common exercise for building strength or conditioning.;Perform the Barbell Row with controlled movement and proper form.
ex-barbell-row;en-US;Barbell Row;A common exercise for building strength or conditioning.;Perform the Barbell Row with controlled movement and proper form.
ex-barbell-row;fr-FR;Rowing barre;Een veelgebruikte oefening voor kracht of conditie.;Voer de Rowing barre uit met gecontroleerde beweging en correcte techniek.
ex-barbell-row;de-DE;Rudern mit Langhantel;Een veelgebruikte oefening voor kracht of conditie.;Voer de Rudern mit Langhantel uit met gecontroleerde beweging en correcte techniek.
ex-barbell-row;es-ES;Remo con barra;Een veelgebruikte oefening voor kracht of conditie.;Voer de Remo con barra uit met gecontroleerde beweging en correcte techniek.
ex-barbell-row;it-IT;Rematore con bilanciere;Een veelgebruikte oefening voor kracht of conditie.;Voer de Rematore con bilanciere uit met gecontroleerde beweging en correcte techniek.
ex-barbell-row;pl-PL;Wiosłowanie sztangą;Een veelgebruikte oefening voor kracht of conditie.;Voer de Wiosłowanie sztangą uit met gecontroleerde beweging en correcte techniek.
ex-bicep-curl;nl-NL;Bicep Curl;Een veelgebruikte oefening voor kracht of conditie.;Voer de Bicep Curl uit met gecontroleerde beweging en correcte techniek.
ex-bicep-curl;en-GB;Bicep Curl;A common exercise for building strength or conditioning.;Perform the Bicep Curl with controlled movement and proper form.
ex-bicep-curl;en-US;Bicep Curl;A common exercise for building strength or conditioning.;Perform the Bicep Curl with controlled movement and proper form.
ex-bicep-curl;fr-FR;Curl biceps;Een veelgebruikte oefening voor kracht of conditie.;Voer de Curl biceps uit met gecontroleerde beweging en correcte techniek.
ex-bicep-curl;de-DE;Bizepscurls;Een veelgebruikte oefening voor kracht of conditie.;Voer de Bizepscurls uit met gecontroleerde beweging en correcte techniek.
ex-bicep-curl;es-ES;Curl de bíceps;Een veelgebruikte oefening voor kracht of conditie.;Voer de Curl de bíceps uit met gecontroleerde beweging en correcte techniek.
ex-bicep-curl;it-IT;Curl bicipiti;Een veelgebruikte oefening voor kracht of conditie.;Voer de Curl bicipiti uit met gecontroleerde beweging en correcte techniek.
ex-bicep-curl;pl-PL;Uginanie ramion;Een veelgebruikte oefening voor kracht of conditie.;Voer de Uginanie ramion uit met gecontroleerde beweging en correcte techniek.
ex-tricep-dip;nl-NL;Tricep Dip;Een veelgebruikte oefening voor kracht of conditie.;Voer de Tricep Dip uit met gecontroleerde beweging en correcte techniek.
ex-tricep-dip;en-GB;Tricep Dip;A common exercise for building strength or conditioning.;Perform the Tricep Dip with controlled movement and proper form.
ex-tricep-dip;en-US;Tricep Dip;A common exercise for building strength or conditioning.;Perform the Tricep Dip with controlled movement and proper form.
ex-tricep-dip;fr-FR;Dips triceps;Een veelgebruikte oefening voor kracht of conditie.;Voer de Dips triceps uit met gecontroleerde beweging en correcte techniek.
ex-tricep-dip;de-DE;Trizepsdrücken;Een veelgebruikte oefening voor kracht of conditie.;Voer de Trizepsdrücken uit met gecontroleerde beweging en correcte techniek.
ex-tricep-dip;es-ES;Fondos de triceps;Een veelgebruikte oefening voor kracht of conditie.;Voer de Fondos de triceps uit met gecontroleerde beweging en correcte techniek.
ex-tricep-dip;it-IT;Dip per tricipiti;Een veelgebruikte oefening voor kracht of conditie.;Voer de Dip per tricipiti uit met gecontroleerde beweging en correcte techniek.
ex-tricep-dip;pl-PL;Pompki na poręczach;Een veelgebruikte oefening voor kracht of conditie.;Voer de Pompki na poręczach uit met gecontroleerde beweging en correcte techniek.
ex-lunge;nl-NL;Lunge;Een veelgebruikte oefening voor kracht of conditie.;Voer de Lunge uit met gecontroleerde beweging en correcte techniek.
ex-lunge;en-GB;Lunge;A common exercise for building strength or conditioning.;Perform the Lunge with controlled movement and proper form.
ex-lunge;en-US;Lunge;A common exercise for building strength or conditioning.;Perform the Lunge with controlled movement and proper form.
ex-lunge;fr-FR;Fente;Een veelgebruikte oefening voor kracht of conditie.;Voer de Fente uit met gecontroleerde beweging en correcte techniek.
ex-lunge;de-DE;Ausfallschritt;Een veelgebruikte oefening voor kracht of conditie.;Voer de Ausfallschritt uit met gecontroleerde beweging en correcte techniek.
ex-lunge;es-ES;Zancada;Een veelgebruikte oefening voor kracht of conditie.;Voer de Zancada uit met gecontroleerde beweging en correcte techniek.
ex-lunge;it-IT;Affondo;Een veelgebruikte oefening voor kracht of conditie.;Voer de Affondo uit met gecontroleerde beweging en correcte techniek.
ex-lunge;pl-PL;Wykrok;Een veelgebruikte oefening voor kracht of conditie.;Voer de Wykrok uit met gecontroleerde beweging en correcte techniek.
ex-leg-press;nl-NL;Leg Press;Een veelgebruikte oefening voor kracht of conditie.;Voer de Leg Press uit met gecontroleerde beweging en correcte techniek.
ex-leg-press;en-GB;Leg Press;A common exercise for building strength or conditioning.;Perform the Leg Press with controlled movement and proper form.
ex-leg-press;en-US;Leg Press;A common exercise for building strength or conditioning.;Perform the Leg Press with controlled movement and proper form.
ex-leg-press;fr-FR;Presse à jambes;Een veelgebruikte oefening voor kracht of conditie.;Voer de Presse à jambes uit met gecontroleerde beweging en correcte techniek.
ex-leg-press;de-DE;Beinpresse;Een veelgebruikte oefening voor kracht of conditie.;Voer de Beinpresse uit met gecontroleerde beweging en correcte techniek.
ex-leg-press;es-ES;Prensa de piernas;Een veelgebruikte oefening voor kracht of conditie.;Voer de Prensa de piernas uit met gecontroleerde beweging en correcte techniek.
ex-leg-press;it-IT;Pressa gambe;Een veelgebruikte oefening voor kracht of conditie.;Voer de Pressa gambe uit met gecontroleerde beweging en correcte techniek.
ex-leg-press;pl-PL;Wyciskanie nogami;Een veelgebruikte oefening voor kracht of conditie.;Voer de Wyciskanie nogami uit met gecontroleerde beweging en correcte techniek.
ex-plank;nl-NL;Plank;Een veelgebruikte oefening voor kracht of conditie.;Voer de Plank uit met gecontroleerde beweging en correcte techniek.
ex-plank;en-GB;Plank;A common exercise for building strength or conditioning.;Perform the Plank with controlled movement and proper form.
ex-plank;en-US;Plank;A common exercise for building strength or conditioning.;Perform the Plank with controlled movement and proper form.
ex-plank;fr-FR;Gainage;Een veelgebruikte oefening voor kracht of conditie.;Voer de Gainage uit met gecontroleerde beweging en correcte techniek.
ex-plank;de-DE;Planke;Een veelgebruikte oefening voor kracht of conditie.;Voer de Planke uit met gecontroleerde beweging en correcte techniek.
ex-plank;es-ES;Plancha;Een veelgebruikte oefening voor kracht of conditie.;Voer de Plancha uit met gecontroleerde beweging en correcte techniek.
ex-plank;it-IT;Plank;Een veelgebruikte oefening voor kracht of conditie.;Voer de Plank uit met gecontroleerde beweging en correcte techniek.
ex-plank;pl-PL;Deska;Een veelgebruikte oefening voor kracht of conditie.;Voer de Deska uit met gecontroleerde beweging en correcte techniek.
ex-crunch;nl-NL;Crunch;Een veelgebruikte oefening voor kracht of conditie.;Voer de Crunch uit met gecontroleerde beweging en correcte techniek.
ex-crunch;en-GB;Crunch;A common exercise for building strength or conditioning.;Perform the Crunch with controlled movement and proper form.
ex-crunch;en-US;Crunch;A common exercise for building strength or conditioning.;Perform the Crunch with controlled movement and proper form.
ex-crunch;fr-FR;Crunch;Een veelgebruikte oefening voor kracht of conditie.;Voer de Crunch uit met gecontroleerde beweging en correcte techniek.
ex-crunch;de-DE;Crunch;Een veelgebruikte oefening voor kracht of conditie.;Voer de Crunch uit met gecontroleerde beweging en correcte techniek.
ex-crunch;es-ES;Abdominales;Een veelgebruikte oefening voor kracht of conditie.;Voer de Abdominales uit met gecontroleerde beweging en correcte techniek.
ex-crunch;it-IT;Crunch;Een veelgebruikte oefening voor kracht of conditie.;Voer de Crunch uit met gecontroleerde beweging en correcte techniek.
ex-crunch;pl-PL;Spięcia;Een veelgebruikte oefening voor kracht of conditie.;Voer de Spięcia uit met gecontroleerde beweging en correcte techniek.
ex-bicycle-crunch;nl-NL;Fietscrunch;Een veelgebruikte oefening voor kracht of conditie.;Voer de Fietscrunch uit met gecontroleerde beweging en correcte techniek.
ex-bicycle-crunch;en-GB;Bicycle Crunch;A common exercise for building strength or conditioning.;Perform the Bicycle Crunch with controlled movement and proper form.
ex-bicycle-crunch;en-US;Bicycle Crunch;A common exercise for building strength or conditioning.;Perform the Bicycle Crunch with controlled movement and proper form.
ex-bicycle-crunch;fr-FR;Crunch vélo;Een veelgebruikte oefening voor kracht of conditie.;Voer de Crunch vélo uit met gecontroleerde beweging en correcte techniek.
ex-bicycle-crunch;de-DE;Fahrrad-Crunch;Een veelgebruikte oefening voor kracht of conditie.;Voer de Fahrrad-Crunch uit met gecontroleerde beweging en correcte techniek.
ex-bicycle-crunch;es-ES;Abdominales bicicleta;Een veelgebruikte oefening voor kracht of conditie.;Voer de Abdominales bicicleta uit met gecontroleerde beweging en correcte techniek.
ex-bicycle-crunch;it-IT;Crunch a bicicletta;Een veelgebruikte oefening voor kracht of conditie.;Voer de Crunch a bicicletta uit met gecontroleerde beweging en correcte techniek.
ex-bicycle-crunch;pl-PL;Brzuszki rowerowe;Een veelgebruikte oefening voor kracht of conditie.;Voer de Brzuszki rowerowe uit met gecontroleerde beweging en correcte techniek.
ex-leg-raise;nl-NL;Beenheffen;Een veelgebruikte oefening voor kracht of conditie.;Voer de Beenheffen uit met gecontroleerde beweging en correcte techniek.
ex-leg-raise;en-GB;Leg Raise;A common exercise for building strength or conditioning.;Perform the Leg Raise with controlled movement and proper form.
ex-leg-raise;en-US;Leg Raise;A common exercise for building strength or conditioning.;Perform the Leg Raise with controlled movement and proper form.
ex-leg-raise;fr-FR;Élévation des jambes;Een veelgebruikte oefening voor kracht of conditie.;Voer de Élévation des jambes uit met gecontroleerde beweging en correcte techniek.
ex-leg-raise;de-DE;Beinheben;Een veelgebruikte oefening voor kracht of conditie.;Voer de Beinheben uit met gecontroleerde beweging en correcte techniek.
ex-leg-raise;es-ES;Elevación de piernas;Een veelgebruikte oefening voor kracht of conditie.;Voer de Elevación de piernas uit met gecontroleerde beweging en correcte techniek.
ex-leg-raise;it-IT;Sollevamento gambe;Een veelgebruikte oefening voor kracht of conditie.;Voer de Sollevamento gambe uit met gecontroleerde beweging en correcte techniek.
ex-leg-raise;pl-PL;Unoszenie nóg;Een veelgebruikte oefening voor kracht of conditie.;Voer de Unoszenie nóg uit met gecontroleerde beweging en correcte techniek.
ex-running;nl-NL;Hardlopen;Een veelgebruikte oefening voor kracht of conditie.;Voer de Hardlopen uit met gecontroleerde beweging en correcte techniek.
ex-running;en-GB;Running;A common exercise for building strength or conditioning.;Perform the Running with controlled movement and proper form.
ex-running;en-US;Running;A common exercise for building strength or conditioning.;Perform the Running with controlled movement and proper form.
ex-running;fr-FR;Course à pied;Een veelgebruikte oefening voor kracht of conditie.;Voer de Course à pied uit met gecontroleerde beweging en correcte techniek.
ex-running;de-DE;Laufen;Een veelgebruikte oefening voor kracht of conditie.;Voer de Laufen uit met gecontroleerde beweging en correcte techniek.
ex-running;es-ES;Correr;Een veelgebruikte oefening voor kracht of conditie.;Voer de Correr uit met gecontroleerde beweging en correcte techniek.
ex-running;it-IT;Corsa;Een veelgebruikte oefening voor kracht of conditie.;Voer de Corsa uit met gecontroleerde beweging en correcte techniek.
ex-running;pl-PL;Bieganie;Een veelgebruikte oefening voor kracht of conditie.;Voer de Bieganie uit met gecontroleerde beweging en correcte techniek.
ex-cycling;nl-NL;Fietsen;Een veelgebruikte oefening voor kracht of conditie.;Voer de Fietsen uit met gecontroleerde beweging en correcte techniek.
ex-cycling;en-GB;Cycling;A common exercise for building strength or conditioning.;Perform the Cycling with controlled movement and proper form.
ex-cycling;en-US;Cycling;A common exercise for building strength or conditioning.;Perform the Cycling with controlled movement and proper form.
ex-cycling;fr-FR;Cyclisme;Een veelgebruikte oefening voor kracht of conditie.;Voer de Cyclisme uit met gecontroleerde beweging en correcte techniek.
ex-cycling;de-DE;Radfahren;Een veelgebruikte oefening voor kracht of conditie.;Voer de Radfahren uit met gecontroleerde beweging en correcte techniek.
ex-cycling;es-ES;Ciclismo;Een veelgebruikte oefening voor kracht of conditie.;Voer de Ciclismo uit met gecontroleerde beweging en correcte techniek.
ex-cycling;it-IT;Ciclismo;Een veelgebruikte oefening voor kracht of conditie.;Voer de Ciclismo uit met gecontroleerde beweging en correcte techniek.
ex-cycling;pl-PL;Jazda na rowerze;Een veelgebruikte oefening voor kracht of conditie.;Voer de Jazda na rowerze uit met gecontroleerde beweging en correcte techniek.
ex-rowing-machine;nl-NL;Roeimachine;Een veelgebruikte oefening voor kracht of conditie.;Voer de Roeimachine uit met gecontroleerde beweging en correcte techniek.
ex-rowing-machine;en-GB;Rowing Machine;A common exercise for building strength or conditioning.;Perform the Rowing Machine with controlled movement and proper form.
ex-rowing-machine;en-US;Rowing Machine;A common exercise for building strength or conditioning.;Perform the Rowing Machine with controlled movement and proper form.
ex-rowing-machine;fr-FR;Rameur;Een veelgebruikte oefening voor kracht of conditie.;Voer de Rameur uit met gecontroleerde beweging en correcte techniek.
ex-rowing-machine;de-DE;Rudergerät;Een veelgebruikte oefening voor kracht of conditie.;Voer de Rudergerät uit met gecontroleerde beweging en correcte techniek.
ex-rowing-machine;es-ES;Máquina de remo;Een veelgebruikte oefening voor kracht of conditie.;Voer de Máquina de remo uit met gecontroleerde beweging en correcte techniek.
ex-rowing-machine;it-IT;Vogatore;Een veelgebruikte oefening voor kracht of conditie.;Voer de Vogatore uit met gecontroleerde beweging en correcte techniek.
ex-rowing-machine;pl-PL;Wioślarz;Een veelgebruikte oefening voor kracht of conditie.;Voer de Wioślarz uit met gecontroleerde beweging en correcte techniek.
ex-swimming;nl-NL;Zwemmen;Een veelgebruikte oefening voor kracht of conditie.;Voer de Zwemmen uit met gecontroleerde beweging en correcte techniek.
ex-swimming;en-GB;Swimming;A common exercise for building strength or conditioning.;Perform the Swimming with controlled movement and proper form.
ex-swimming;en-US;Swimming;A common exercise for building strength or conditioning.;Perform the Swimming with controlled movement and proper form.
ex-swimming;fr-FR;Natation;Een veelgebruikte oefening voor kracht of conditie.;Voer de Natation uit met gecontroleerde beweging en correcte techniek.
ex-swimming;de-DE;Schwimmen;Een veelgebruikte oefening voor kracht of conditie.;Voer de Schwimmen uit met gecontroleerde beweging en correcte techniek.
ex-swimming;es-ES;Natación;Een veelgebruikte oefening voor kracht of conditie.;Voer de Natación uit met gecontroleerde beweging en correcte techniek.
ex-swimming;it-IT;Nuoto;Een veelgebruikte oefening voor kracht of conditie.;Voer de Nuoto uit met gecontroleerde beweging en correcte techniek.
ex-swimming;pl-PL;Pływanie;Een veelgebruikte oefening voor kracht of conditie.;Voer de Pływanie uit met gecontroleerde beweging en correcte techniek.
ex-jump-rope;nl-NL;Springtouw;Een veelgebruikte oefening voor kracht of conditie.;Voer de Springtouw uit met gecontroleerde beweging en correcte techniek.
ex-jump-rope;en-GB;Jump Rope;A common exercise for building strength or conditioning.;Perform the Jump Rope with controlled movement and proper form.
ex-jump-rope;en-US;Jump Rope;A common exercise for building strength or conditioning.;Perform the Jump Rope with controlled movement and proper form.
ex-jump-rope;fr-FR;Corde à sauter;Een veelgebruikte oefening voor kracht of conditie.;Voer de Corde à sauter uit met gecontroleerde beweging en correcte techniek.
ex-jump-rope;de-DE;Springseil;Een veelgebruikte oefening voor kracht of conditie.;Voer de Springseil uit met gecontroleerde beweging en correcte techniek.
ex-jump-rope;es-ES;Saltar la cuerda;Een veelgebruikte oefening voor kracht of conditie.;Voer de Saltar la cuerda uit met gecontroleerde beweging en correcte techniek.
ex-jump-rope;it-IT;Salto con la corda;Een veelgebruikte oefening voor kracht of conditie.;Voer de Salto con la corda uit met gecontroleerde beweging en correcte techniek.
ex-jump-rope;pl-PL;Skakanka;Een veelgebruikte oefening voor kracht of conditie.;Voer de Skakanka uit met gecontroleerde beweging en correcte techniek.
ex-walking;nl-NL;Wandelen;Een veelgebruikte oefening voor kracht of conditie.;Voer de Wandelen uit met gecontroleerde beweging en correcte techniek.
ex-walking;en-GB;Walking;A common exercise for building strength or conditioning.;Perform the Walking with controlled movement and proper form.
ex-walking;en-US;Walking;A common exercise for building strength or conditioning.;Perform the Walking with controlled movement and proper form.
ex-walking;fr-FR;Marche;Een veelgebruikte oefening voor kracht of conditie.;Voer de Marche uit met gecontroleerde beweging en correcte techniek.
ex-walking;de-DE;Gehen;Een veelgebruikte oefening voor kracht of conditie.;Voer de Gehen uit met gecontroleerde beweging en correcte techniek.
ex-walking;es-ES;Caminar;Een veelgebruikte oefening voor kracht of conditie.;Voer de Caminar uit met gecontroleerde beweging en correcte techniek.
ex-walking;it-IT;Camminare;Een veelgebruikte oefening voor kracht of conditie.;Voer de Camminare uit met gecontroleerde beweging en correcte techniek.
ex-walking;pl-PL;Chodzenie;Een veelgebruikte oefening voor kracht of conditie.;Voer de Chodzenie uit met gecontroleerde beweging en correcte techniek.
